0.59375,0.62963,0.008,0.632653,0.289256,0.928994,0.474048,0.31856,0.0888469,0.862069,0.806452,0.675676,0.609756,0.581395,0.531915,0.471698,0.423729,0.409836,0.373134,0.352113,0.342466,0.316456,0.301205,0.280899,0.257732,0.247525,0.242718,0.233645,0.229358,0.221239
0.34375,0.962963,0.208,0.77551,0.380165,0.0118343,0.532872,0.371191,0.132325,0.896552,0.83871,0.702703,0.634146,0.604651,0.553191,0.490566,0.440678,0.42623,0.38806,0.366197,0.356164,0.329114,0.313253,0.292135,0.268041,0.257426,0.252427,0.242991,0.238532,0.230088
0.84375,0.0123457,0.408,0.918367,0.471074,0.0887574,0.591696,0.423823,0.175803,0.931034,0.870968,0.72973,0.658537,0.627907,0.574468,0.509434,0.457627,0.442623,0.402985,0.380282,0.369863,0.341772,0.325301,0.303371,0.278351,0.267327,0.262136,0.252336,0.247706,0.238938
0.21875,0.345679,0.608,0.0816327,0.561983,0.16568,0.650519,0.476454,0.219282,0.965517,0.903226,0.756757,0.682927,0.651163,0.595745,0.528302,0.474576,0.459016,0.41791,0.394366,0.383562,0.35443,0.337349,0.314607,0.28866,0.277228,0.271845,0.261682,0.256881,0.247788
0.71875,0.679012,0.808,0.22449,0.652893,0.242604,0.709343,0.529086,0.26276,0.00118906,0.935484,0.783784,0.707317,0.674419,0.617021,0.54717,0.491525,0.47541,0.432836,0.408451,0.39726,0.367089,0.349398,0.325843,0.298969,0.287129,0.281553,0.271028,0.266055,0.256637
0.46875,0.123457,0.048,0.367347,0.743802,0.319527,0.768166,0.581717,0.306238,0.0356718,0.967742,0.810811,0.731707,0.697674,0.638298,0.566038,0.508475,0.491803,0.447761,0.422535,0.410959,0.379747,0.361446,0.337079,0.309278,0.29703,0.291262,0.280374,0.275229,0.265487
0.96875,0.45679,0.248,0.510204,0.834711,0.39645,0.82699,0.634349,0.349716,0.0701546,0.00104058,0.837838,0.756098,0.72093,0.659574,0.584906,0.525424,0.508197,0.462687,0.43662,0.424658,0.392405,0.373494,0.348315,0.319588,0.306931,0.300971,0.28972,0.284404,0.274336
0.015625,0.790123,0.448,0.653061,0.92562,0.473373,0.885813,0.686981,0.393195,0.104637,0.0332986,0.864865,0.780488,0.744186,0.680851,0.603774,0.542373,0.52459,0.477612,0.450704,0.438356,0.405063,0.385542,0.359551,0.329897,0.316832,0.31068,0.299065,0.293578,0.283186
0.515625,0.234568,0.648,0.795918,0.0247934,0.550296,0.944637,0.739612,0.436673,0.13912,0.0655567,0.891892,0.804878,0.767442,0.702128,0.622642,0.559322,0.540984,0.492537,0.464789,0.452055,0.417722,0.39759,0.370787,0.340206,0.326733,0.320388,0.308411,0.302752,0.292035
0.265625,0.567901,0.848,0.938776,0.115702,0.627219,0.00692042,0.792244,0.480151,0.173603,0.0978148,0.918919,0.829268,0.790698,0.723404,0.641509,0.576271,0.557377,0.507463,0.478873,0.465753,0.43038,0.409639,0.382022,0.350515,0.336634,0.330097,0.317757,0.311927,0.300885
0.765625,0.901235,0.088,0.102041,0.206612,0.704142,0.0657439,0.844875,0.523629,0.208086,0.130073,0.945946,0.853659,0.813953,0.744681,0.660377,0.59322,0.57377,0.522388,0.492958,0.479452,0.443038,0.421687,0.393258,0.360825,0.346535,0.339806,0.327103,0.321101,0.309735
0.140625,0.0493827,0.288,0.244898,0.297521,0.781065,0.124567,0.897507,0.567108,0.242568,0.162331,0.972973,0.878049,0.837209,0.765957,0.679245,0.610169,0.590164,0.537313,0.507042,0.493151,0.455696,0.433735,0.404494,0.371134,0.356436,0.349515,0.336449,0.330275,0.318584
0.640625,0.382716,0.488,0.387755,0.38843,0.857988,0.183391,0.950139,0.610586,0.277051,0.194589,0.00073046,0.902439,0.860465,0.787234,0.698113,0.627119,0.606557,0.552239,0.521127,0.506849,0.468354,0.445783,0.41573,0.381443,0.366337,0.359223,0.345794,0.33945,0.327434
0.390625,0.716049,0.688,0.530612,0.479339,0.934911,0.242215,0.00554017,0.654064,0.311534,0.226847,0.0277575,0.926829,0.883721,0.808511,0.716981,0.644068,0.622951,0.567164,0.535211,0.520548,0.481013,0.457831,0.426966,0.391753,0.376238,0.368932,0.35514,0.348624,0.336283
0.890625,0.160494,0.888,0.673469,0.570248,0.0177515,0.301038,0.0581717,0.697543,0.346017,0.259105,0.0547845,0.95122,0.906977,0.829787,0.735849,0.661017,0.639344,0.58209,0.549296,0.534247,0.493671,0.46988,0.438202,0.402062,0.386139,0.378641,0.364486,0.357798,0.345133
0.078125,0.493827,0.128,0.816327,0.661157,0.0946746,0.359862,0.110803,0.741021,0.380499,0.291363,0.0818115,0.97561,0.930233,0.851064,0.754717,0.677966,0.655738,0.597015,0.56338,0.547945,0.506329,0.481928,0.449438,0.412371,0.39604,0.38835,0.373832,0.366972,0.353982
0.578125,0.82716,0.328,0.959184,0.752066,0.171598,0.418685,0.163435,0.784499,0.414982,0.323621,0.108839,0.000594884,0.953488,0.87234,0.773585,0.694915,0.672131,0.61194,0.577465,0.561644,0.518987,0.493976,0.460674,0.42268,0.405941,0.398058,0.383178,0.376147,0.362832
0.328125,0.271605,0.528,0.122449,0.842975,0.248521,0.477509,0.216066,0.827977,0.449465,0.355879,0.135866,0.0249851,0.976744,0.893617,0.792453,0.711864,0.688525,0.626866,0.591549,0.575342,0.531646,0.506024,0.47191,0.43299,0.415842,0.407767,0.392523,0.385321,0.371681
0.828125,0.604938,0.728,0.265306,0.933884,0.325444,0.536332,0.268698,0.871456,0.483948,0.388137,0.162893,0.0493754,0.000540833,0.914894,0.811321,0.728814,0.704918,0.641791,0.605634,0.589041,0.544304,0.518072,0.483146,0.443299,0.425743,0.417476,0.401869,0.394495,0.380531
0.203125,0.938272,0.928,0.408163,0.0330579,0.402367,0.595156,0.32133,0.914934,0.51843,0.420395,0.18992,0.0737656,0.0237966,0.93617,0.830189,0.745763,0.721311,0.656716,0.619718,0.60274,0.556962,0.53012,0.494382,0.453608,0.435644,0.427184,0.411215,0.40367,0.389381
0.703125,0.0864198,0.168,0.55102,0.123967,0.47929,0.653979,0.373961,0.958412,0.552913,0.452653,0.216947,0.0981559,0.0470525,0.957447,0.849057,0.762712,0.737705,0.671642,0.633803,0.616438,0.56962,0.542169,0.505618,0.463918,0.445545,0.436893,0.420561,0.412844,0.39823
0.453125,0.419753,0.368,0.693878,0.214876,0.556213,0.712803,0.426593,0.00378072,0.587396,0.484912,0.243974,0.122546,0.0703083,0.978723,0.867925,0.779661,0.754098,0.686567,0.647887,0.630137,0.582278,0.554217,0.516854,0.474227,0.455446,0.446602,0.429907,0.422018,0.40708
0.953125,0.753086,0.568,0.836735,0.305785,0.633136,0.771626,0.479224,0.047259,0.621879,0.51717,0.271001,0.146936,0.0935641,0.000452694,0.886792,0.79661,0.770492,0.701493,0.661972,0.643836,0.594937,0.566265,0.52809,0.484536,0.465347,0.456311,0.439252,0.431193,0.415929
0.046875,0.197531,0.768,0.979592,0.396694,0.710059,0.83045,0.531856,0.0907372,0.656361,0.549428,0.298028,0.171327,0.11682,0.0217293,0.90566,0.813559,0.786885,0.716418,0.676056,0.657534,0.607595,0.578313,0.539326,0.494845,0.475248,0.466019,0.448598,0.440367,0.424779
0.546875,0.530864,0.968,0.00291545,0.487603,0.786982,0.889273,0.584488,0.134216,0.690844,0.581686,0.325055,0.195717,0.140076,0.0430059,0.924528,0.830508,0.803279,0.731343,0.690141,0.671233,0.620253,0.590361,0.550562,0.505155,0.485149,0.475728,0.457944,0.449541,0.433628
0.296875,0.864198,0.016,0.145773,0.578512,0.863905,0.948097,0.637119,0.177694,0.725327,0.613944,0.352082,0.220107,0.163332,0.0642825,0.943396,0.847458,0.819672,0.746269,0.704225,0.684932,0.632911,0.60241,0.561798,0.515464,0.49505,0.485437,0.46729,0.458716,0.442478
0.796875,0.308642,0.216,0.28863,0.669421,0.940828,0.0103806,0.689751,0.221172,0.75981,0.646202,0.379109,0.244497,0.186587,0.0855591,0.962264,0.864407,0.836066,0.761194,0.71831,0.69863,0.64557,0.614458,0.573034,0.525773,0.50495,0.495146,0.476636,0.46789,0.451327
0.171875,0.641975,0.416,0.431487,0.760331,0.0236686,0.0692042,0.742382,0.26465,0.794293,0.67846,0.406136,0.268888,0.209843,0.106836,0.981132,0.881356,0.852459,0.776119,0.732394,0.712329,0.658228,0.626506,0.58427,0.536082,0.514851,0.504854,0.485981,0.477064,0.460177
0.671875,0.975309,0.616,0.574344,0.85124,0.100592,0.128028,0.795014,0.308129,0.828775,0.710718,0.433163,0.293278,0.233099,0.128112,0.000355999,0.898305,0.868852,0.791045,0.746479,0.726027,0.670886,0.638554,0.595506,0.546392,0.524752,0.514563,0.495327,0.486239,0.469027
0.421875,0.0246914,0.816,0.717201,0.942149,0.177515,0.186851,0.847645,0.351607,0.863258,0.742976,0.46019,0.317668,0.256355,0.149389,0.0192239,0.915254,0.885246,0.80597,0.760563,0.739726,0.683544,0.650602,0.606742,0.556701,0.534653,0.524272,0.504673,0.495413,0.477876
0.921875,0.358025,0.056,0.860058,0.0413223,0.254438,0.245675,0.900277,0.395085,0.897741,0.775234,0.487217,0.342058,0.279611,0.170665,0.0380918,0.932203,0.901639,0.820896,0.774648,0.753425,0.696203,0.662651,0.617978,0.56701,0.544554,0.533981,0.514019,0.504587,0.486726
0.109375,0.691358,0.256,0.0233236,0.132231,0.331361,0.304498,0.952909,0.438563,0.932224,0.807492,0.514244,0.366449,0.302866,0.191942,0.0569598,0.949153,0.918033,0.835821,0.788732,0.767123,0.708861,0.674699,0.629213,0.57732,0.554455,0.543689,0.523364,0.513761,0.495575
0.609375,0.135802,0.456,0.166181,0.22314,0.408284,0.363322,0.00831025,0.482042,0.966706,0.83975,0.541271,0.390839,0.326122,0.213219,0.0758277,0.966102,0.934426,0.850746,0.802817,0.780822,0.721519,0.686747,0.640449,0.587629,0.564356,0.553398,0.53271,0.522936,0.504425
0.359375,0.469136,0.656,0.309038,0.31405,0.485207,0.422145,0.0609418,0.52552,0.00237812,0.872008,0.568298,0.415229,0.349378,0.234495,0.0946956,0.983051,0.95082,0.865672,0.816901,0.794521,0.734177,0.698795,0.651685,0.597938,0.574257,0.563107,0.542056,0.53211,0.513274
0.859375,0.802469,0.856,0.451895,0.404959,0.56213,0.480969,0.113573,0.568998,0.0368609,0.904266,0.595325,0.439619,0.372634,0.255772,0.113564,0.000287274,0.967213,0.880597,0.830986,0.808219,0.746835,0.710843,0.662921,0.608247,0.584158,0.572816,0.551402,0.541284,0.522124
0.234375,0.246914,0.096,0.594752,0.495868,0.639053,0.539792,0.166205,0.612476,0.0713436,0.936524,0.622352,0.46401,0.39589,0.277048,0.132431,0.0172364,0.983607,0.895522,0.84507,0.821918,0.759494,0.722892,0.674157,0.618557,0.594059,0.582524,0.560748,0.550459,0.530973
0.734375,0.580247,0.296,0.737609,0.586777,0.715976,0.598616,0.218837,0.655955,0.105826,0.968783,0.649379,0.4884,0.419145,0.298325,0.151299,0.0341856,0.000268745,0.910448,0.859155,0.835616,0.772152,0.73494,0.685393,0.628866,0.60396,0.592233,0.570093,0.559633,0.539823
0.484375,0.91358,0.496,0.880466,0.677686,0.792899,0.657439,0.271468,0.699433,0.140309,0.00208117,0.676406,0.51279,0.442401,0.319602,0.170167,0.0511347,0.0166622,0.925373,0.873239,0.849315,0.78481,0.746988,0.696629,0.639175,0.613861,0.601942,0.579439,0.568807,0.548673
0.984375,0.0617284,0.696,0.0437318,0.768595,0.869822,0.716263,0.3241,0.742911,0.174792,0.0343392,0.703433,0.53718,0.465657,0.340878,0.189035,0.0680839,0.0330556,0.940299,0.887324,0.863014,0.797468,0.759036,0.707865,0.649485,0.623762,0.61165,0.588785,0.577982,0.557522
0.0078125,0.395062,0.896,0.186589,0.859504,0.946746,0.775087,0.376731,0.786389,0.209275,0.0665973,0.73046,0.56157,0.488913,0.362155,0.207903,0.085033,0.0494491,0.955224,0.901408,0.876712,0.810127,0.771084,0.719101,0.659794,0.633663,0.621359,0.598131,0.587156,0.566372
0.507812,0.728395,0.136,0.329446,0.950413,0.0295858,0.83391,0.429363,0.829868,0.243757,0.0988554,0.757487,0.585961,0.512169,0.383431,0.226771,0.101982,0.0658425,0.970149,0.915493,0.890411,0.822785,0.783133,0.730337,0.670103,0.643564,0.631068,0.607477,0.59633,0.575221
0.257812,0.17284,0.336,0.472303,0.0495868,0.106509,0.892734,0.481994,0.873346,0.27824,0.131113,0.784514,0.610351,0.535425,0.404708,0.245639,0.118931,0.082236,0.985075,0.929577,0.90411,0.835443,0.795181,0.741573,0.680412,0.653465,0.640777,0.616822,0.605505,0.584071
0.757812,0.506173,0.536,0.61516,0.140496,0.183432,0.951557,0.534626,0.916824,0.312723,0.163371,0.811541,0.634741,0.55868,0.425985,0.264507,0.13588,0.0986294,0.000222767,0.943662,0.917808,0.848101,0.807229,0.752809,0.690722,0.663366,0.650485,0.626168,0.614679,0.59292
0.132812,0.839506,0.736,0.758017,0.231405,0.260355,0.0138408,0.587258,0.960302,0.347206,0.19563,0.838568,0.659131,0.581936,0.447261,0.283375,0.15283,0.115023,0.0151481,0.957746,0.931507,0.860759,0.819277,0.764045,0.701031,0.673267,0.660194,0.635514,0.623853,0.60177
0.632812,0.283951,0.936,0.900875,0.322314,0.337278,0.0726644,0.639889,0.00567108,0.381688,0.227888,0.865595,0.683522,0.605192,0.468538,0.302243,0.169779,0.131416,0.0300735,0.971831,0.945205,0.873418,0.831325,0.775281,0.71134,0.683168,0.669903,0.64486,0.633028,0.610619
0.382812,0.617284,0.176,0.0641399,0.413223,0.414201,0.131488,0.692521,0.0491493,0.416171,0.260146,0.892622,0.707912,0.628448,0.489814,0.321111,0.186728,0.14781,0.0449989,0.985915,0.958904,0.886076,0.843373,0.786517,0.721649,0.693069,0.679612,0.654206,0.642202,0.619469
0.882812,0.950617,0.376,0.206997,0.504132,0.491124,0.190311,0.745152,0.0926276,0.450654,0.292404,0.919649,0.732302,0.651704,0.511091,0.339979,0.203677,0.164203,0.0599243,0.000198373,0.972603,0.898734,0.855422,0.797753,0.731959,0.70297,0.68932,0.663551,0.651376,0.628319
0.0703125,0.0987654,0.576,0.349854,0.595041,0.568047,0.249135,0.797784,0.136106,0.485137,0.324662,0.946676,0.756692,0.674959,0.532368,0.358847,0.220626,0.180597,0.0748496,0.0142829,0.986301,0.911392,0.86747,0.808989,0.742268,0.712871,0.699029,0.672897,0.66055,0.637168
0.570312,0.432099,0.776,0.492711,0.68595,0.64497,0.307958,0.850416,0.179584,0.51962,0.35692,0.973703,0.781083,0.698215,0.553644,0.377714,0.237575,0.19699,0.089775,0.0283674,0.000187652,0.924051,0.879518,0.820225,0.752577,0.722772,0.708738,0.682243,0.669725,0.646018
0.320312,0.765432,0.976,0.635569,0.77686,0.721893,0.366782,0.903047,0.223062,0.554102,0.389178,0.00146092,0.805473,0.721471,0.574921,0.396582,0.254525,0.213383,0.1047,0.0424519,0.0138863,0.936709,0.891566,0.831461,0.762887,0.732673,0.718447,0.691589,0.678899,0.654867
0.820312,0.209877,0.024,0.778426,0.867769,0.798817,0.425606,0.955679,0.266541,0.588585,0.421436,0.0284879,0.829863,0.744727,0.596197,0.41545,0.271474,0.229777,0.119626,0.0565364,0.0275849,0.949367,0.903614,0.842697,0.773196,0.742574,0.728155,0.700935,0.688073,0.663717
0.195312,0.54321,0.224,0.921283,0.958678,0.87574,0.484429,0.0110803,0.310019,0.623068,0.453694,0.055515,0.854253,0.767983,0.617474,0.434318,0.288423,0.24617,0.134551,0.0706209,0.0412835,0.962025,0.915663,0.853933,0.783505,0.752475,0.737864,0.71028,0.697248,0.672566
0.695312,0.876543,0.424,0.0845481,0.0578512,0.952663,0.543253,0.0637119,0.353497,0.657551,0.485952,0.082542,0.878644,0.791239,0.638751,0.453186,0.305372,0.262564,0.149476,0.0847054,0.0549822,0.974684,0.927711,0.865169,0.793814,0.762376,0.747573,0.719626,0.706422,0.681416
0.445312,0.320988,0.624,0.227405,0.14876,0.035503,0.602076,0.116343,0.396975,0.692033,0.51821,0.109569,0.903034,0.814494,0.660027,0.472054,0.322321,0.278957,0.164402,0.0987899,0.0686808,0.987342,0.939759,0.876404,0.804124,0.772277,0.757282,0.728972,0.715596,0.690265
0.945312,0.654321,0.824,0.370262,0.239669,0.112426,0.6609,0.168975,0.440454,0.726516,0.550468,0.136596,0.927424,0.83775,0.681304,0.490922,0.33927,0.295351,0.179327,0.112874,0.0823794,0.000160231,0.951807,0.88764,0.814433,0.782178,0.76699,0.738318,0.724771,0.699115
0.0390625,0.987654,0.064,0.51312,0.330579,0.189349,0.719723,0.221607,0.483932,0.760999,0.582726,0.163623,0.951814,0.861006,0.70258,0.50979,0.356219,0.311744,0.194253,0.126959,0.0960781,0.0128185,0.963855,0.898876,0.824742,0.792079,0.776699,0.747664,0.733945,0.707965
0.539062,0.00411523,0.264,0.655977,0.421488,0.266272,0.778547,0.274238,0.52741,0.795482,0.614984,0.19065,0.976205,0.884262,0.723857,0.528658,0.373169,0.328138,0.209178,0.141043,0.109777,0.0254767,0.975904,0.910112,0.835052,0.80198,0.786408,0.757009,0.743119,0.716814
0.289062,0.337449,0.464,0.798834,0.512397,0.343195,0.83737,0.32687,0.570888,0.829964,0.647242,0.217677,0.00118977,0.907518,0.745134,0.547526,0.390118,0.344531,0.224103,0.155128,0.123475,0.0381349,0.987952,0.921348,0.845361,0.811881,0.796117,0.766355,0.752294,0.725664
0.789062,0.670782,0.664,0.941691,0.603306,0.420118,0.896194,0.379501,0.614367,0.864447,0.679501,0.244704,0.02558,0.930773,0.76641,0.566394,0.407067,0.360924,0.239029,0.169212,0.137174,0.0507931,0.000145159,0.932584,0.85567,0.821782,0.805825,0.775701,0.761468,0.734513
0.164062,0.115226,0.864,0.104956,0.694215,0.497041,0.955017,0.432133,0.657845,0.89893,0.711759,0.271731,0.0499703,0.954029,0.787687,0.585262,0.424016,0.377318,0.253954,0.183297,0.150873,0.0634514,0.0121934,0.94382,0.865979,0.831683,0.815534,0.785047,0.770642,0.743363
0.664062,0.44856,0.104,0.247813,0.785124,0.573964,0.017301,0.484765,0.701323,0.933413,0.744017,0.298758,0.0743605,0.977285,0.808963,0.60413,0.440965,0.393711,0.268879,0.197381,0.164571,0.0761096,0.0242415,0.955056,0.876289,0.841584,0.825243,0.794393,0.779817,0.752212
0.414062,0.781893,0.304,0.390671,0.876033,0.650888,0.0761246,0.537396,0.744802,0.967895,0.776275,0.325785,0.0987507,0.00108167,0.83024,0.622998,0.457914,0.410105,0.283805,0.211466,0.17827,0.0887678,0.0362897,0.966292,0.886598,0.851485,0.834951,0.803738,0.788991,0.761062
0.914062,0.226337,0.504,0.533528,0.966942,0.727811,0.134948,0.590028,0.78828,0.00356718,0.808533,0.352812,0.123141,0.0243375,0.851517,0.641865,0.474864,0.426498,0.29873,0.22555,0.191968,0.101426,0.0483379,0.977528,0.896907,0.861386,0.84466,0.813084,0.798165,0.769912
0.101562,0.559671,0.704,0.676385,0.0661157,0.804734,0.193772,0.642659,0.831758,0.0380499,0.840791,0.379839,0.147531,0.0475933,0.872793,0.660733,0.491813,0.442892,0.313656,0.239635,0.205667,0.114084,0.0603861,0.988764,0.907216,0.871287,0.854369,0.82243,0.807339,0.778761
0.601562,0.893004,0.904,0.819242,0.157025,0.881657,0.252595,0.695291,0.875236,0.0725327,0.873049,0.406866,0.171921,0.0708491,0.89407,0.679601,0.508762,0.459285,0.328581,0.25372,0.219366,0.126743,0.0724343,0.000126247,0.917526,0.881188,0.864078,0.831776,0.816514,0.787611
0.351562,0.0411523,0.144,0.962099,0.247934,0.95858,0.311419,0.747922,0.918715,0.107015,0.905307,0.433893,0.196312,0.0941049,0.915346,0.698469,0.525711,0.475679,0.343506,0.267804,0.233064,0.139401,0.0844825,0.0113622,0.927835,0.891089,0.873786,0.841121,0.825688,0.79646
0.851562,0.374486,0.344,0.125364,0.338843,0.0414201,0.370242,0.800554,0.962193,0.141498,0.937565,0.46092,0.220702,0.117361,0.936623,0.717337,0.54266,0.492072,0.358432,0.281889,0.246763,0.152059,0.0965307,0.0225982,0.938144,0.90099,0.883495,0.850467,0.834862,0.80531
